symbol,token
HINDPETRO27MAR25420PE,114894
HINDCOPPER27MAR25205PE,114932
PFC29MAY25380CE,114941
PFC29MAY25420PE,114946
PFC29MAY25480PE,114952
HINDCOPPER27MAR25235PE,114973
HINDCOPPER24APR25160CE,114998
HINDCOPPER24APR25170PE,115001
HINDCOPPER24APR25180PE,115003
HINDCOPPER24APR25190PE,115005
HINDCOPPER24APR25210PE,115009
HINDCOPPER24APR25220CE,115010
HINDCOPPER24APR25230PE,115013
HINDPETRO27MAR25265PE,115185
HINDPETRO27MAR25325CE,115198
HINDPETRO27MAR25345PE,115203
HINDUNILVR27MAR251840CE,115229
HINDUNILVR27MAR252080CE,115241
HINDPETRO24APR25240CE,115292
HINDPETRO24APR25260CE,115296
HINDPETRO24APR25270PE,115299
HINDPETRO24APR25290PE,115303
PHOENIXLTD29MAY251400PE,115314
PHOENIXLTD29MAY251900CE,115324
HINDPETRO24APR25340CE,115331
HINDPETRO24APR25380CE,115344
HINDPETRO24APR25390PE,115347
HINDUNILVR27MAR252720PE,115383
HINDUNILVR27MAR252800CE,115396
HINDUNILVR27MAR252840CE,115402
HINDUNILVR27MAR252880CE,115404
PIDILITIND24APR252420CE,115476
PIDILITIND24APR252500PE,115481
PIDILITIND24APR252700CE,115490
HINDUNILVR27MAR252020CE,115498
PIDILITIND24APR252820PE,115526
HUDCO27MAR25140PE,115531
PIDILITIND24APR252940PE,115547
HINDUNILVR27MAR252060PE,115559
HINDUNILVR27MAR252180PE,115565
HUDCO27MAR25220CE,115572
HINDUNILVR27MAR252300CE,115576
HINDUNILVR27MAR252500PE,115587
HUDCO27MAR25260PE,115657
HUDCO27MAR25270CE,115658
HUDCO27MAR25270PE,115659
HINDUNILVR24APR252000PE,115713
HINDUNILVR24APR252280PE,115727
HINDUNILVR24APR252440CE,115734
HINDUNILVR24APR252480PE,115738
HINDUNILVR24APR252520PE,115742
HINDUNILVR24APR252560CE,115744
COALINDIA24APR25350PE,100034
COALINDIA24APR25360CE,100035
COALINDIA24APR25440CE,100051
COFORGE27MAR256900PE,100208
KPITTECH24APR251180CE,100240
KPITTECH24APR251260PE,100245
KPITTECH24APR251300PE,100247
COFORGE27MAR258300CE,100279
COFORGE27MAR258500PE,100282
COFORGE27MAR258900CE,100285
COFORGE27MAR259300CE,100289
KPITTECH29MAY25960PE,100323
KPITTECH29MAY251040PE,100327
KPITTECH29MAY251200PE,100335
KPITTECH29MAY251480CE,100348
KPITTECH29MAY251480PE,100349
COFORGE24APR256000PE,100381
COFORGE24APR256200CE,100382
COFORGE24APR257200PE,100400
COFORGE24APR258400CE,100420
COFORGE24APR258800PE,100425
KPITTECH29MAY251600CE,100493
COLPAL27MAR252180PE,100559
COLPAL27MAR252220CE,100560
LAURUSLABS24APR25470PE,100569
COLPAL27MAR252340PE,100581
LAURUSLABS24APR25570PE,100588
CYIENT27MAR251400PE,100603
CYIENT27MAR251520CE,100610
LAURUSLABS24APR25610CE,100633
LAURUSLABS24APR25610PE,100634
LAURUSLABS29MAY25440PE,100668
LAURUSLABS29MAY25460PE,100676
LAURUSLABS29MAY25540CE,100689
LAURUSLABS29MAY25600CE,100697
LAURUSLABS29MAY25620CE,100699
LAURUSLABS29MAY25620PE,100701
COLPAL24APR252280CE,100764
COLPAL24APR252320PE,100767
COLPAL24APR252480PE,100778
COLPAL24APR252560CE,100781
COLPAL24APR252720PE,100790
COLPAL24APR252920CE,100799
LICHSGFIN24APR25590CE,100874
LICHSGFIN29MAY25400CE,100904
LICHSGFIN29MAY25600PE,100975
CONCOR27MAR25590CE,101041
CONCOR27MAR25610PE,101044
CONCOR27MAR25630CE,101045
CONCOR27MAR25670CE,101049
CONCOR27MAR25730PE,101073
LICI24APR25670PE,101137
LICI24APR25690PE,101141
LICI24APR25730PE,101150
LICI24APR25790CE,101155
DABUR27MAR25420PE,101168
LICI24APR25830CE,101175
DABUR27MAR25450PE,101186
DABUR27MAR25460PE,101188
DABUR27MAR25500PE,101208
LICI29MAY25600CE,101270
CONCOR24APR25540CE,101279
DABUR27MAR25570PE,101292
DABUR27MAR25610PE,101300
DABUR27MAR25620CE,101301
DABUR27MAR25620PE,101302
CONCOR24APR25640CE,101320
CONCOR24APR25660CE,101322
CONCOR24APR25740CE,101330
CONCOR24APR25740PE,101331
CONCOR24APR25760CE,101332
CONCOR24APR25780CE,101334
LICI29MAY25700PE,101379
LICI29MAY25780PE,101387
LICI29MAY25800PE,101389
LICI29MAY25860PE,101395
CROMPTON27MAR25305PE,101479
LODHA24APR25980CE,101442
LODHA24APR251100CE,101448
LODHA24APR251220PE,101455
CROMPTON27MAR25355PE,101514
LODHA29MAY251040CE,101612
CROMPTON27MAR25395CE,101526
CROMPTON24APR25320CE,101593
LODHA29MAY251280CE,101624
CROMPTON24APR25380CE,101769
LT24APR252850PE,101681
LT24APR253350CE,101690
LT29MAY252800PE,101845
LT29MAY253700CE,101862
LT29MAY253700PE,101863
DALBHARAT27MAR251520CE,101978
DALBHARAT27MAR251720CE,101988
CUMMINSIND24APR252200CE,102037
CUMMINSIND24APR253000CE,102089
DEEPAKNTR27MAR252600PE,102153
DEEPAKNTR27MAR252700PE,102155
CYIENT27MAR251100PE,102205
CYIENT27MAR251260PE,102252
CYIENT27MAR251300CE,102253
CYIENT24APR25880PE,102316
CYIENT27MAR251380CE,102257
CYIENT27MAR251500CE,102267
LTF29MAY25120CE,102309
LTF29MAY25150CE,102351
CYIENT24APR251120PE,102376
CYIENT24APR251160CE,102379
LTIM24APR254900PE,102423
CYIENT24APR251440CE,102459
CYIENT24APR251600CE,102471
DELHIVERY27MAR25250CE,102491
DELHIVERY27MAR25280PE,102498
DABUR27MAR25435PE,102567
LTIM29MAY254800PE,102601
LTIM29MAY255000PE,102603
DABUR27MAR25465PE,102617
DABUR27MAR25485PE,102665
DABUR27MAR25515CE,102674
DABUR27MAR25535CE,102678
DABUR27MAR25545PE,102681
LUPIN24APR251700PE,102787
LUPIN24APR252100PE,102844
LUPIN29MAY252040CE,102960
DABUR24APR25430CE,103045
DABUR24APR25470PE,103088
DABUR24APR25490CE,103091
DABUR24APR25500CE,103093
DIVISLAB27MAR254600PE,103128
DIVISLAB27MAR255200CE,103145
DIVISLAB27MAR255300PE,103156
DIVISLAB27MAR255700PE,103171
M&M24APR252350CE,103174
DIVISLAB27MAR256000PE,103257
DIVISLAB27MAR256100CE,103258
DIVISLAB27MAR256200PE,103261
M&M29MAY252900CE,103282
M&M29MAY253000PE,103285
M&MFIN24APR25245CE,103355
DALBHARAT27MAR251500CE,103379
DALBHARAT27MAR251700PE,103390
DALBHARAT27MAR251780CE,103393
DALBHARAT27MAR251900CE,103399
DALBHARAT27MAR251940PE,103402
M&MFIN24APR25265CE,103418
M&MFIN29MAY25280CE,103546
M&MFIN29MAY25300CE,103552
M&MFIN29MAY25300PE,103553
M&MFIN29MAY25320PE,103557
DALBHARAT24APR251480CE,103600
DALBHARAT24APR251520CE,103602
DALBHARAT24APR251560CE,103604
DALBHARAT24APR251640PE,103609
DALBHARAT24APR251880PE,103621
DIXON27MAR2511000CE,103635
DEEPAKNTR27MAR251750CE,103675
MANAPPURAM24APR25192.5PE,103706
DEEPAKNTR24APR251500CE,103711
DEEPAKNTR24APR251800PE,103718
MANAPPURAM29MAY25200CE,103792
DELHIVERY24APR25210PE,103880
DELHIVERY24APR25250CE,103887
DIXON27MAR2513500CE,103899
DIXON27MAR2515500CE,103909
DIXON27MAR2516500PE,103916
MANAPPURAM29MAY25230PE,103989
DIVISLAB27MAR254950CE,104006
DIVISLAB27MAR255550CE,104058
DIVISLAB27MAR255550PE,104059
DIVISLAB27MAR255650CE,104069
DIVISLAB27MAR255750PE,104074
DIVISLAB27MAR255950PE,104101
MARICO24APR25630PE,104129
MARICO29MAY25600CE,104169
MARICO29MAY25620CE,104171
MARICO29MAY25680PE,104178
MARUTI24APR2510900CE,104222
DLF27MAR25560CE,104256
DLF27MAR25600CE,104258
DLF27MAR25660PE,104283
DLF27MAR25700PE,104304
DLF27MAR25720PE,104306
DIVISLAB24APR254700CE,104314
DIVISLAB24APR254800CE,104318
MARUTI24APR2512900CE,104321
MARUTI24APR2512900PE,104322
DIVISLAB24APR255800PE,104351
DIVISLAB24APR256400CE,104362
DLF27MAR25860PE,104432
MARUTI29MAY2510600CE,104449
MARUTI29MAY2511400PE,104458
MARUTI29MAY2512800CE,104480
MAXHEALTH24APR25900CE,104557
DIXON27MAR2511250PE,104563
MAXHEALTH24APR251140PE,104618
DIXON24APR2513000CE,104641
DIXON24APR2513500PE,104646
MAXHEALTH29MAY25880PE,104834
DIXON24APR2516000PE,104675
DLF27MAR25670CE,104766
DLF27MAR25710CE,104774
MAXHEALTH29MAY25960PE,104838
MAXHEALTH29MAY251120PE,104846
DLF24APR25600CE,104960
MCX24APR254500PE,104988
DMART27MAR253450PE,105044
DMART27MAR253550PE,105046
DMART27MAR253650CE,105047
MCX24APR255700PE,105099
DMART24APR253000PE,105135
MCX29MAY254400CE,105139
DMART24APR253100CE,105144
DMART24APR253800PE,105179
MFSL24APR25900CE,105300
MFSL24APR25940PE,105303
DRREDDY27MAR25960PE,105392
DRREDDY27MAR251120CE,105405
MFSL29MAY25880CE,105442
DRREDDY24APR25940CE,105499
DRREDDY24APR25980PE,105505
DRREDDY24APR251120CE,105518
DRREDDY24APR251160CE,105522
DRREDDY24APR251280CE,105535
MGL24APR251100CE,105566
MGL24APR251180CE,105571
MGL29MAY251400PE,105657
MOTHERSON24APR25107.5CE,105714
MOTHERSON24APR25122.5CE,105722
MOTHERSON24APR25137.5PE,105729
MOTHERSON29MAY25100CE,105788
MOTHERSON29MAY25100PE,105797
MOTHERSON29MAY25105PE,105799
EICHERMOT27MAR255250PE,105980
MPHASIS24APR252450CE,106058
MPHASIS24APR252550CE,106060
MPHASIS24APR252550PE,106061
MPHASIS29MAY252400CE,106113
MPHASIS29MAY252400PE,106114
EICHERMOT27MAR254200CE,106169
EICHERMOT27MAR254900PE,106184
EICHERMOT27MAR255000CE,106185
EICHERMOT27MAR255200PE,106190
EICHERMOT27MAR255800CE,106201
EICHERMOT24APR255100PE,106274
EICHERMOT24APR255700CE,106289
EICHERMOT24APR255800CE,106291
ESCORTS27MAR252550PE,106384
ESCORTS27MAR252650CE,106385
ESCORTS27MAR252750PE,106389
ESCORTS27MAR252850CE,106391
ESCORTS27MAR252950CE,106393
ESCORTS27MAR252950PE,106394
MRF24APR2599500PE,106473
MRF24APR25102500PE,106479
MRF24APR25107500PE,106489
ESCORTS24APR252600CE,106525
ESCORTS24APR252700PE,106530
ESCORTS24APR253100CE,106543
ESCORTS24APR253400PE,106552
ESCORTS24APR253600CE,106555
ESCORTS27MAR252700CE,106596
ESCORTS27MAR253600CE,106615
EXIDEIND27MAR25355PE,106757
MRF29MAY2594000CE,106803
MRF29MAY2596000PE,106820
MRF29MAY2599000CE,106825
MRF29MAY25100000PE,106828
MRF29MAY25104000CE,106835
MRF29MAY25105000CE,106837
MRF29MAY25111000CE,106875
MRF29MAY25113000PE,106883
MRF29MAY25114000CE,106884
EXIDEIND24APR25370CE,106935
EXIDEIND24APR25380PE,106938
MUTHOOTFIN24APR252140PE,107094
MUTHOOTFIN24APR252260CE,107099
MUTHOOTFIN24APR252260PE,107100
MUTHOOTFIN24APR252380CE,107105
MUTHOOTFIN24APR252380PE,107106
MUTHOOTFIN29MAY251840CE,107172
MUTHOOTFIN29MAY252080CE,107184
MUTHOOTFIN29MAY252160CE,107188
FEDERALBNK27MAR25182.5PE,107208
FEDERALBNK27MAR25187.5PE,107211
MUTHOOTFIN29MAY252480PE,107226
FEDERALBNK27MAR25192.5CE,107234
FEDERALBNK27MAR25192.5PE,107236
FEDERALBNK24APR25200CE,107340
NATIONALUM24APR25175CE,107413
NATIONALUM29MAY25150CE,107477
NATIONALUM29MAY25150PE,107478
NATIONALUM29MAY25170CE,107481
EXIDEIND27MAR25300CE,107482
EXIDEIND27MAR25330CE,107492
EXIDEIND27MAR25360CE,107503
GAIL27MAR25156CE,107506
NATIONALUM29MAY25230CE,107520
NATIONALUM29MAY25230PE,107521
EXIDEIND27MAR25400PE,107535
NAUKRI24APR255700CE,107596
NAUKRI24APR255900PE,107599
NAUKRI29MAY255200PE,107724
NAUKRI29MAY255600PE,107761
NAUKRI29MAY257400CE,107841
NAUKRI29MAY257400PE,107842
NAUKRI29MAY257600CE,107843
NBCC24APR2562.5PE,107914
FEDERALBNK27MAR25185CE,107924
FEDERALBNK27MAR25210CE,107956
NBCC29MAY2575CE,107971
NCC29MAY25160CE,108111
GAIL27MAR25183.5PE,108136
GAIL27MAR25203.5PE,108144
NCC29MAY25200PE,108148
GLENMARK27MAR251340CE,108228
GLENMARK27MAR251340PE,108229
GLENMARK27MAR251380CE,108230
GLENMARK27MAR251500CE,108236
GLENMARK24APR251040CE,108286
GLENMARK24APR251360PE,108316
GLENMARK24APR251600CE,108327
NESTLEIND24APR252340PE,108378
NESTLEIND24APR252420PE,108382
GMRAIRPORT27MAR2561CE,108446
GMRAIRPORT27MAR2563PE,108449
GMRAIRPORT27MAR2569PE,108455
GLENMARK27MAR251440CE,108466
GLENMARK27MAR251600CE,108476
GLENMARK27MAR251640CE,108478
GMRAIRPORT27MAR2577PE,108510
GMRAIRPORT24APR2558CE,108584
GMRAIRPORT24APR2562PE,108589
GMRAIRPORT24APR2574CE,108640
NESTLEIND29MAY251920CE,108691
NESTLEIND29MAY251960PE,108694
GMRAIRPORT24APR2582PE,108720
NESTLEIND29MAY252120PE,108731
GMRAIRPORT27MAR2578CE,108753
GMRAIRPORT27MAR2584CE,108759
GODREJCP27MAR25890PE,108823
GODREJCP27MAR25910PE,108825
GODREJCP27MAR25990PE,108836
GODREJCP27MAR251070PE,108850
NESTLEIND29MAY252480CE,108891
NESTLEIND29MAY252560CE,108895
NHPC24APR2565CE,108983
NHPC24APR2567CE,108987
NHPC24APR2571CE,108991
NHPC24APR2577CE,109013
NHPC29MAY2566PE,109068
NHPC29MAY2570PE,109072
NHPC29MAY2572CE,109073
NHPC29MAY2582PE,109088
NMDC24APR2555PE,109130
NMDC24APR2565CE,109214
NMDC24APR2567CE,109216
NMDC24APR2567PE,109281
GODREJCP24APR25880CE,109291
GODREJCP27MAR25860CE,109331
GODREJCP24APR25980PE,109344
GODREJCP24APR251200PE,109366
GODREJPROP27MAR251850PE,109448
GODREJPROP27MAR252150PE,109462
GODREJCP27MAR251060CE,109493
GODREJCP27MAR251120CE,109499
GODREJCP27MAR251160CE,109503
NMDC29MAY2552CE,109572
NMDC29MAY2558PE,109579
NMDC29MAY2562CE,109582
NMDC29MAY2568CE,109588
NMDC29MAY2574PE,109595
NMDC29MAY2580CE,109624
GODREJPROP27MAR252600PE,109674
NTPC24APR25295CE,109712
NTPC24APR25315CE,109716
NTPC24APR25325PE,109719
NTPC24APR25355PE,109725
NTPC29MAY25270CE,109760
NTPC29MAY25280CE,109762
NTPC29MAY25300CE,109766
NTPC29MAY25370PE,109781
GODREJPROP24APR252700PE,109794
GRANULES27MAR25470PE,109817
GRANULES24APR25460CE,109860
GRANULES24APR25540CE,109868
NYKAA24APR25147.5CE,109981
NYKAA24APR25147.5PE,109982
NYKAA24APR25152.5PE,109984
GRASIM27MAR252100PE,109999
GRASIM27MAR252180PE,110003
GRASIM27MAR252260CE,110006
GRASIM27MAR252380CE,110014
GRASIM27MAR252420PE,110017
GRASIM27MAR252460PE,110019
NYKAA24APR25172.5CE,110055
NYKAA24APR25177.5CE,110057
NYKAA29MAY25150CE,110147
GRANULES27MAR25420CE,110153
GRANULES27MAR25440PE,110160
GRASIM24APR252000PE,110281
GRASIM24APR252080PE,110285
GRASIM24APR252120PE,110287
GRASIM24APR252280CE,110294
GRASIM24APR252480PE,110305
GRASIM24APR252560CE,110308
GRASIM24APR252600CE,110310
NYKAA29MAY25165CE,110389
HAL27MAR252950PE,110448
HAL27MAR253050PE,110450
HAL27MAR253150PE,110452
HAL27MAR253650CE,110461
HAL27MAR254050CE,110469
HAL27MAR254250CE,110473
HAL24APR252900PE,110512
HAL24APR253100CE,110515
HAL24APR253100PE,110516
HAL24APR252900CE,110511
GRASIM27MAR252480CE,110612
GRASIM27MAR252600CE,110641
GRASIM27MAR252640CE,110644
GRASIM27MAR252640PE,110645
GRASIM27MAR252720CE,110648
OBEROIRLTY24APR251260PE,110709
OBEROIRLTY24APR251380PE,110715
OBEROIRLTY24APR251420PE,110717
OBEROIRLTY24APR251540CE,110722
OBEROIRLTY29MAY251560CE,110838
OBEROIRLTY29MAY251560PE,110839
HAVELLS27MAR251460PE,110908
HAVELLS27MAR251620PE,110917
HAVELLS27MAR251740CE,110923
OFSS24APR256750CE,110937
OFSS24APR258750CE,110960
OFSS29MAY256500PE,111000
OFSS29MAY257500PE,111004
OFSS29MAY259500CE,111011
HAVELLS24APR251240CE,111044
HAVELLS24APR251240PE,111047
HAVELLS24APR251280CE,111048
HAVELLS24APR251360PE,111053
HAVELLS24APR251440CE,111058
HAVELLS24APR251520PE,111063
HAVELLS24APR251680CE,111072
HAVELLS24APR251680PE,111073
HAVELLS24APR251720CE,111074
HCLTECH27MAR251620CE,111250
HCLTECH27MAR251660CE,111252
OIL29MAY25320PE,111291
OIL29MAY25340CE,111292
HCLTECH27MAR251900CE,111310
ONGC24APR25212.5PE,111438
ONGC24APR25227.5CE,111443
ONGC24APR25227.5PE,111444
ONGC24APR25257.5CE,111468
ONGC29MAY25205PE,111550
ONGC29MAY25235CE,111567
ONGC29MAY25260CE,111577
ONGC29MAY25270CE,111581
HAL27MAR252800CE,111772
HAL27MAR253000CE,111777
HAL27MAR253500PE,111793
HCLTECH24APR251720PE,111816
HAL27MAR254100CE,111828
HAL27MAR254500CE,111836
PAGEIND24APR2539500CE,111852
PAGEIND24APR2539500PE,111853
PAGEIND24APR2542500CE,111858
PAGEIND24APR2542500PE,111859
HAVELLS27MAR251120CE,112044
HAVELLS27MAR251200CE,112046
HAVELLS27MAR251200PE,112047
HAVELLS27MAR251360CE,112054
HAVELLS27MAR251560CE,112112
PAGEIND29MAY2544000PE,112169
HDFCAMC27MAR253550CE,112234
HDFCAMC27MAR253550PE,112243
HDFCAMC27MAR253750PE,112271
HDFCAMC27MAR253950CE,112274
HDFCAMC27MAR254150CE,112280
HDFCAMC27MAR254250CE,112282
HDFCAMC24APR253600CE,112381
HDFCAMC24APR253700CE,112383
HDFCAMC24APR254200CE,112393
PATANJALI27MAR251380PE,112460
HCLTECH27MAR251280PE,112481
HCLTECH27MAR251320PE,112483
HCLTECH27MAR251360PE,112485
HCLTECH27MAR251680PE,112512
PATANJALI27MAR251620PE,112539
PATANJALI27MAR251680CE,112544
PATANJALI27MAR251760CE,112552
HDFCBANK27MAR251580CE,112563
PATANJALI27MAR251900CE,112570
PATANJALI27MAR251920CE,112572
PATANJALI27MAR251980CE,112578
PATANJALI27MAR252040PE,112585
HDFCBANK27MAR251620CE,112588
HCLTECH27MAR252000PE,112604
HDFCAMC27MAR253200CE,112779
HDFCBANK27MAR251860CE,112800
HDFCBANK24APR251520PE,112867
HDFCBANK24APR251680PE,112875
HDFCBANK24APR251760CE,112878
HDFCAMC27MAR253800PE,112943
PATANJALI24APR251560CE,113016
HDFCLIFE27MAR25690PE,113055
PATANJALI24APR251700CE,113068
HDFCLIFE24APR25600PE,113137
PATANJALI24APR251820CE,113145
PATANJALI24APR251900PE,113154
HDFCBANK27MAR251840CE,113195
HDFCBANK27MAR251960CE,113201
HDFCBANK27MAR252080CE,113209
HEROMOTOCO27MAR253750PE,113418
HEROMOTOCO27MAR254050PE,113439
HDFCLIFE27MAR25540PE,113455
HDFCLIFE27MAR25620CE,113484
PATANJALI29MAY251520CE,113501
PATANJALI29MAY251520PE,113502
HDFCLIFE27MAR25680PE,113509
PATANJALI29MAY251600CE,113527
PATANJALI29MAY251720PE,113534
PATANJALI29MAY251760CE,113535
PATANJALI29MAY251840CE,113539
PATANJALI29MAY251920PE,113544
PATANJALI29MAY252000CE,113547
PAYTM24APR25620PE,113591
PAYTM29MAY25600CE,113646
HEROMOTOCO24APR253000CE,113771
HEROMOTOCO24APR253400CE,113782
HEROMOTOCO24APR253400PE,113783
HEROMOTOCO24APR253500PE,113785
HEROMOTOCO24APR253600PE,113789
PEL24APR251060PE,113790
HEROMOTOCO24APR253700PE,113793
HEROMOTOCO24APR253800CE,113794
HEROMOTOCO24APR253800PE,113795
HEROMOTOCO27MAR253900CE,113856
HEROMOTOCO24APR254100PE,113867
HEROMOTOCO27MAR254900CE,113924
HFCL27MAR2577.5CE,114025
PEL29MAY25720PE,114053
PEL29MAY25760PE,114055
PEL29MAY25800PE,114057
PEL29MAY25920CE,114092
PEL29MAY25960CE,114094
HFCL27MAR2570CE,114113
HFCL27MAR2585CE,114121
HFCL27MAR2590PE,114124
HFCL27MAR25105PE,114130
HFCL27MAR25110CE,114131
HFCL24APR2585PE,114159
HFCL24APR25105PE,114247
PERSISTENT24APR255300CE,114299
HINDALCO27MAR25580CE,114331
HINDALCO27MAR25620CE,114335
HINDALCO27MAR25620PE,114336
HINDALCO27MAR25660CE,114339
PERSISTENT24APR256100CE,114359
PERSISTENT24APR256100PE,114362
HINDALCO27MAR25760PE,114378
PETRONET24APR25245CE,114484
HINDALCO27MAR25670CE,114405
HINDALCO27MAR25730CE,114411
PERSISTENT29MAY255600CE,114448
PETRONET24APR25305CE,114496
PETRONET24APR25305PE,114497
PETRONET29MAY25240CE,114583
HINDALCO24APR25560CE,114609
HINDCOPPER27MAR25230CE,114630
HINDCOPPER27MAR25250PE,114635
HINDALCO24APR25620PE,114653
HINDALCO24APR25800CE,114692
PETRONET29MAY25290CE,114711
PETRONET29MAY25290PE,114755
PETRONET29MAY25310PE,114759
PFC24APR25430CE,114839
PFC24APR25450PE,114842
HINDPETRO27MAR25370PE,114884
HINDPETRO27MAR25390PE,114888
PFC29MAY25300CE,114931
HINDCOPPER27MAR25225PE,114969
PHOENIXLTD24APR251450CE,115031
PHOENIXLTD24APR251450PE,115032
PHOENIXLTD24APR251550CE,115057
HINDPETRO27MAR25335PE,115201
HINDPETRO27MAR25365CE,115206
HINDPETRO27MAR25365PE,115207
HINDUNILVR27MAR251800PE,115228
HINDUNILVR27MAR252240CE,115253
HINDUNILVR27MAR252480PE,115267
HINDPETRO24APR25280CE,115300
PHOENIXLTD29MAY251300CE,115311
HINDUNILVR27MAR252680CE,115380
PIDILITIND24APR252540PE,115483
PIDILITIND24APR252660PE,115489
PIDILITIND24APR252700PE,115491
HINDUNILVR27MAR252020PE,115524
HINDUNILVR27MAR252060CE,115525
HUDCO27MAR25190PE,115541
HINDUNILVR27MAR252100CE,115560
HUDCO27MAR25210CE,115570
HUDCO27MAR25230CE,115574
HINDUNILVR27MAR252300PE,115577
HINDUNILVR27MAR252380CE,115580
HUDCO27MAR25230PE,115651
HINDUNILVR24APR252600PE,115751
HUDCO27MAR25225PE,115984
ICICIBANK27MAR251120PE,115987
PIDILITIND29MAY252560CE,116002
PIDILITIND29MAY252600CE,116004
PIDILITIND29MAY252640CE,116006
PIDILITIND29MAY252880CE,116018
ICICIBANK27MAR251300PE,116088
ICICIBANK27MAR251340PE,116092
ICICIBANK27MAR251480CE,116105
HUDCO24APR25140CE,116172
HUDCO24APR25190PE,116183
HUDCO24APR25200PE,116185
CUMMINSIND27MAR253400CE,100002
COALINDIA24APR25340CE,100031
COALINDIA24APR25340PE,100032
COALINDIA24APR25360PE,100036
COALINDIA24APR25370CE,100037
COFORGE27MAR256100PE,100186
COFORGE27MAR256300PE,100188
COFORGE27MAR256500CE,100189
COFORGE27MAR257100PE,100219
COFORGE27MAR257500PE,100231
KPITTECH24APR251100PE,100237
KPITTECH29MAY251040CE,100326
KPITTECH29MAY251080CE,100328
KPITTECH29MAY251360PE,100343
KPITTECH29MAY251520PE,100437
KPITTECH29MAY251600PE,100494
COLPAL27MAR252180CE,100558
COLPAL27MAR252260PE,100576
LAURUSLABS24APR25550CE,100578
CYIENT27MAR251040PE,100587
CYIENT27MAR251200PE,100593
COLPAL27MAR252900CE,100662
LAURUSLABS29MAY25480CE,100677
COLPAL27MAR253100CE,100678
LAURUSLABS29MAY25560PE,100692
LAURUSLABS29MAY25640CE,100702
COLPAL24APR252080CE,100753
COLPAL24APR252200PE,100760
CYIENT27MAR251800CE,100771
COLPAL24APR252520PE,100780
COLPAL24APR252680PE,100788
LICHSGFIN24APR25450PE,100858
LICHSGFIN24APR25510PE,100867
LICHSGFIN24APR25530CE,100868
LICHSGFIN24APR25530PE,100869
CONCOR27MAR25590PE,101042
CONCOR27MAR25690PE,101052
CONCOR27MAR25770CE,101083
LICI24APR25810CE,101172
LICI24APR25850PE,101178
DABUR27MAR25540CE,101284
CONCOR24APR25580PE,101315
CONCOR24APR25800CE,101336
LICI29MAY25740PE,101383
LODHA24APR251020CE,101444
CROMPTON27MAR25295PE,101477
LODHA29MAY25880PE,101512
LODHA29MAY25920CE,101513
LODHA29MAY25920PE,101519
LODHA29MAY251040PE,101613
LODHA29MAY251200CE,101620
LT24APR252850CE,101680
LT24APR252950CE,101682
LT24APR253150CE,101686
LT24APR253150PE,101687
LT24APR253350PE,101691
LT24APR253450PE,101701
CROMPTON24APR25390CE,101771
CROMPTON24APR25390PE,101774
DALBHARAT27MAR251400PE,101793
LT29MAY252600CE,101840
LT29MAY252600PE,101841
CUMMINSIND27MAR252650PE,101864
DALBHARAT27MAR251480CE,101974
DALBHARAT27MAR251680PE,101987
DALBHARAT27MAR251800CE,101992
DALBHARAT27MAR251840CE,101994
CUMMINSIND24APR252300CE,102039
CUMMINSIND24APR252800PE,102086
DEEPAKNTR27MAR251800PE,102131
DEEPAKNTR27MAR252400PE,102149
DEEPAKNTR27MAR252500PE,102151
DEEPAKNTR27MAR252700CE,102154
DEEPAKNTR27MAR252800CE,102156
CYIENT27MAR251060PE,102201
CYIENT27MAR251100CE,102202
CYIENT27MAR251140PE,102208
LTF24APR25127.5CE,102214
LTF24APR25137.5CE,102218
CYIENT27MAR251220PE,102250
CYIENT27MAR251460PE,102266
LTF29MAY25135CE,102343
LTF29MAY25155CE,102354
LTIM24APR254100PE,102415
CYIENT24APR251280PE,102442
CYIENT24APR251320PE,102444
CYIENT24APR251360PE,102456
CYIENT24APR251400PE,102458
CYIENT24APR251440PE,102460
DELHIVERY27MAR25230PE,102463
CYIENT24APR251600PE,102472
DELHIVERY27MAR25250PE,102492
DELHIVERY27MAR25280CE,102497
DELHIVERY27MAR25330CE,102516
DELHIVERY27MAR25330PE,102517
DELHIVERY27MAR25350PE,102530
DABUR27MAR25435CE,102566
DABUR27MAR25445CE,102568
DABUR27MAR25455CE,102570
LTIM29MAY254400PE,102597
LTIM29MAY255400CE,102606
DABUR27MAR25475CE,102618
DABUR27MAR25505PE,102673
DABUR27MAR25575PE,102693
LUPIN24APR251780CE,102798
LUPIN24APR251940CE,102830
LUPIN24APR252020PE,102838
LUPIN29MAY251680CE,102942
LUPIN29MAY251680PE,102943
LUPIN29MAY251800PE,102949
LUPIN29MAY252120CE,102964
LUPIN29MAY252160CE,102966
DABUR24APR25400CE,102987
DABUR24APR25420CE,103043
DABUR24APR25430PE,103046
DABUR24APR25480PE,103090
DIVISLAB27MAR255000PE,103136
DIVISLAB27MAR255700CE,103170
M&M24APR252750CE,103188
M&M24APR252950CE,103218
M&M29MAY252400CE,103248
M&M29MAY252500PE,103251
DIVISLAB27MAR255800PE,103253
DIVISLAB27MAR256200CE,103260
M&M29MAY252700PE,103267
DIVISLAB27MAR256500CE,103270
DIVISLAB27MAR257000CE,103340
M&MFIN24APR25235PE,103354
M&MFIN24APR25305PE,103427
DALBHARAT24APR251680CE,103610
DALBHARAT24APR251800PE,103617
